"Step","Feb25_18-22-37_trpo_rover_TRPO - Loss / Policy loss","Feb25_18-22-37_trpo_rover_TRPO - Loss / Policy loss__MIN","Feb25_18-22-37_trpo_rover_TRPO - Loss / Policy loss__MAX"
"8256","1.4901163e-9","1.4901163e-9","1.4901163e-9"
"8294","-1.7881394e-8","-1.7881394e-8","-1.7881394e-8"
"8315","1.3907751e-8","1.3907751e-8","1.3907751e-8"
"8353","-2.9802325e-9","-2.9802325e-9","-2.9802325e-9"
"8374","7.947286e-9","7.947286e-9","7.947286e-9"
"8412","1.9868216e-9","1.9868216e-9","1.9868216e-9"
"8433","-1.9868216e-8","-1.9868216e-8","-1.9868216e-8"
"8471","-5.960465e-9","-5.960465e-9","-5.960465e-9"
"8492","3.973643e-9","3.973643e-9","3.973643e-9"
"8530","-7.947286e-9","-7.947286e-9","-7.947286e-9"
"8551","-2.1855037e-8","-2.1855037e-8","-2.1855037e-8"
"8589","-9.934108e-9","-9.934108e-9","-9.934108e-9"
"8610","1.9868216e-9","1.9868216e-9","1.9868216e-9"
"8648","1.192093e-8","1.192093e-8","1.192093e-8"
"8669","-1.192093e-8","-1.192093e-8","-1.192093e-8"
"8707","-7.947286e-9","-7.947286e-9","-7.947286e-9"
"8728","0","0","0"
"8766","1.3907751e-8","1.3907751e-8","1.3907751e-8"
"8787","-2.9802325e-9","-2.9802325e-9","-2.9802325e-9"
"8825","-9.934108e-10","-9.934108e-10","-9.934108e-10"
"8846","8.940697e-9","8.940697e-9","8.940697e-9"
"8884","4.967054e-10","4.967054e-10","4.967054e-10"
"8905","0","0","0"
"8943","6.9538757e-9","6.9538757e-9","6.9538757e-9"
"8964","-9.934108e-9","-9.934108e-9","-9.934108e-9"
"9002","1.9868216e-9","1.9868216e-9","1.9868216e-9"
"9023","3.973643e-9","3.973643e-9","3.973643e-9"
"9061","-9.934108e-9","-9.934108e-9","-9.934108e-9"
"9082","-8.940697e-9","-8.940697e-9","-8.940697e-9"
"9120","9.934108e-9","9.934108e-9","9.934108e-9"
"9141","6.4571704e-9","6.4571704e-9","6.4571704e-9"
"9179","3.973643e-9","3.973643e-9","3.973643e-9"
"9200","5.960465e-9","5.960465e-9","5.960465e-9"
"9238","5.960465e-9","5.960465e-9","5.960465e-9"
"9259","-1.192093e-8","-1.192093e-8","-1.192093e-8"
"9297","-1.6887984e-8","-1.6887984e-8","-1.6887984e-8"
"9318","-1.09275184e-8","-1.09275184e-8","-1.09275184e-8"
"9356","-3.973643e-9","-3.973643e-9","-3.973643e-9"
"9377","5.960465e-9","5.960465e-9","5.960465e-9"
"9415","-9.934108e-10","-9.934108e-10","-9.934108e-10"
"9436","-8.940697e-9","-8.940697e-9","-8.940697e-9"
"9474","3.973643e-9","3.973643e-9","3.973643e-9"
"9495","5.960465e-9","5.960465e-9","5.960465e-9"
"9533","-7.947286e-9","-7.947286e-9","-7.947286e-9"
"9554","-3.973643e-9","-3.973643e-9","-3.973643e-9"
"9592","-2.9802325e-9","-2.9802325e-9","-2.9802325e-9"
"9613","5.960465e-9","5.960465e-9","5.960465e-9"
"9651","-1.1424224e-8","-1.1424224e-8","-1.1424224e-8"
"9672","5.960465e-9","5.960465e-9","5.960465e-9"
"9710","-1.2914341e-8","-1.2914341e-8","-1.2914341e-8"
"9731","-3.973643e-9","-3.973643e-9","-3.973643e-9"
"9769","1.5894573e-8","1.5894573e-8","1.5894573e-8"
"9790","-9.934108e-10","-9.934108e-10","-9.934108e-10"
"9828","0","0","0"
"9849","-1.192093e-8","-1.192093e-8","-1.192093e-8"
"9887","1.7881394e-8","1.7881394e-8","1.7881394e-8"
"9908","1.5894573e-8","1.5894573e-8","1.5894573e-8"
"9946","-2.1855037e-8","-2.1855037e-8","-2.1855037e-8"
"9967","0","0","0"
"10005","-1.9868216e-9","-1.9868216e-9","-1.9868216e-9"
"10026","3.973643e-9","3.973643e-9","3.973643e-9"
"10064","1.3907751e-8","1.3907751e-8","1.3907751e-8"
"10085","1.2914341e-8","1.2914341e-8","1.2914341e-8"
"10123","3.973643e-9","3.973643e-9","3.973643e-9"
"10144","-4.967054e-9","-4.967054e-9","-4.967054e-9"
"10182","7.947286e-9","7.947286e-9","7.947286e-9"
"10203","1.9868216e-9","1.9868216e-9","1.9868216e-9"
"10241","3.973643e-9","3.973643e-9","3.973643e-9"
